Headline,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Meta title,Meta description,Date published,Date modified,Article type,Proficiency level,Word count,Consumption time,Author(s),Contributor(s),Is based on,Lead par,Body txt,Image,Image Url,Thumbnail,Thumbnail Url,Image (Social),Image Url (Social),Placement,Discussion Url,lang
10 new features coming in 2018 for D365 F&O,10-features-coming-in-2018-for-d365fo,654920932fb07585620e17ea,65689643790a17ccc4ed3374,654920932fb07585620e1dcc,false,true,Thu Nov 30 2023 14:03:49 GMT+0000 (Coordinated Universal Time),Wed Jun 26 2024 08:12:34 GMT+0000 (Coordinated Universal Time),,10 new features in 2018 for D365 F&O | Article | anegis.com,Discover the best 10 new features coming in the 2018 release for D365 F&O.,2018-01-03,2020-01-10,NewsArticle,,623,00:03:07,simon-barrett,,microsoft-dynamics-365-finance,"Microsoft continues to develop and update its flagship ERP solution, Dynamics 365 for Finance and Operations, with additional features and functionality. Here are 10 new features currently in development which we should see released in updates this year.","<h2 id="""">1. Inventory counting reason codes</h2><p id="""">Reason codes will be implemented in counting journals for Warehouse and on mobile devices, including: post counting journals (standard <a href=""/products/microsoft-dynamics-365-finance"">Dynamics 365 for Finance and Operations</a> functionality), cycle count, spot count, threshold count, adjustment in, and adjustment out.</p><h2 id="""">2. External project management integration</h2><p id="""">Additional templates will be available to sync Dynamics 365 for Finance and Operations with Project Service Automation (PSA) via the Common Data Service (CDS). This will connect the project management and resource management activities in PSA with the project accounting in Finance and Operations, including the syncing of: projects, contracts, contract lines, contract line milestones, actuals, estimates/forecasts, tasks, expense categories, expense reports, billing, and purchase orders.</p><h2 id="""">3. Move single boxes from pallet to pallet</h2><p id="""">A worker will be able to select and move items between pallets in the staging area, ensuring optimal transport with balanced pallets, and to satisfy customer requirements regarding height of the pallets. The worker will be able to scan several items to be moved using bar codes or entries, and then scan and confirm the license plates that items should be moved to. The loading of work will be updated accordingly.</p><h2 id="""">4. Multiple bin relations</h2><p id="""">In cluster picking scenarios, where one of the assigned bins in a cluster is full and workers are unable to put more items, the worker will be able to assign new bins to the same work order and continue the cluster picking flow. One work order can end with more than one bin relation after the picking route is completed.</p><h2 id="""">5. Split load handling</h2><p id="""">Single load or multiple loads will be able to be loaded fully or partially on trucks or other transportation capacity. It will no longer be necessary to wait for the transport trucks or other capacity to arrive in order to create the planning load. It will support operations both with and without appointment scheduling. Multiple employees will be able to load the same truck simultaneously from the same load.</p><h2 id="""">6. Prepare materials for production and batch orders</h2><p id="""">A new list, Materials, will be added in the Jobs and people section on the Production floor management workspace. The list will enable Shop Floor supervisors to prepare materials for specific production orders to be applied for a coming period, such as the next shift.</p><h2 id="""">7. Retail layout designer</h2><p id="""">Improvements are coming to the layout design tools to configure POS button grids, screen layouts, and printed/email receipt templates. Users will be able to easily switch from editing one layout to another without having to save, close, and relaunch the designer. It will be easier to create or modify multiple layouts, as well as quickly view existing designs.</p><h2 id="""">8. On-premises data integration &nbsp;</h2><p id="""">On-premises deployments will be able to import and export data in data management with integration APIs. It will be possible to integrate external applications with Dynamics 365 for Finance and Operations, with the ability to import and export data using data entities. &nbsp;</p><h2 id="""">9. Vendor collaboration</h2><p id="""">Additional capabilities will be added to meet requirements for public sector, such as sealed bidding and entities for exporting bid results on closed RFQ’s. More robust state management will be added with regards to customer/vendor editing, in addition to enriched versioning of bids.</p><h2 id="""">10. Outbound shipment confirmation</h2><p id="""">During an outbound shipment confirmation, work exception handling will either allow or block the process of shipping less quantities than originally requested. Based on setup, the accepted under-delivery can automatically be decremented from the shipment.</p>",https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/6273857c5c7624c8f50bdf38_10-features-coming-in-2018-for-d365fo-16x9.webp,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/6273857c5c7624c8f50bdf38_10-features-coming-in-2018-for-d365fo-16x9.jpg,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/62738580fdadb44d74d0b69a_10-features-coming-in-2018-for-d365fo-2x3.webp,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/62738580fdadb44d74d0b69a_10-features-coming-in-2018-for-d365fo-2x3.jpg,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/6273857fe204e0425555f27d_10-features-coming-in-2018-for-d365fo-1x1.webp,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/6273857fe204e0425555f27d_10-features-coming-in-2018-for-d365fo-1x1.jpg,#popular,,en
12 New Features Coming Soon to Microsoft Dynamics 365,12-new-features-coming-soon-to-microsoft-dynamics-365,654920932fb07585620e17ea,65689643790a17ccc4ed3374,654920932fb07585620e1dcd,false,true,Thu Nov 30 2023 14:03:49 GMT+0000 (Coordinated Universal Time),Mon Jun 24 2024 08:37:14 GMT+0000 (Coordinated Universal Time),,12 New Features Coming Soon to Microsoft Dynamics 365| Article | anegis.com,Find out about some of the new features for the D365 applications coming later this year.,2021-08-19,2021-08-19,NewsArticle,Beginner,878,00:04:23,simon-barrett,,microsoft-dynamics-365,"The Microsoft Dynamics 365 2021 release wave 2 brings hundreds of new features and innovations to the Dynamics 365 platform. In this article we highlight 12 new features that will increase productivity, provide greater data insights and enhance user experience.","<p id=""""><strong id="""">These new capabilities will be rolled out from October 2021 to March 2022. The usability and performance across the entire suite of </strong><a href=""/products/microsoft-dynamics-365""><strong id="""">Dynamics 365</strong></a><strong id=""""> apps continue to be enhanced by out-of-the-box machine learning for financial operations and greater automation of daily processes.</strong></p><p id="""">For availability dates, please refer to the release wave <a href=""https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/change-history"" target=""_blank"">change history</a>.</p><p id="""">‍</p><p id=""""><a href=""/products/microsoft-dynamics-365-finance""><strong id="""">Microsoft Dynamics 365 Finance</strong></a> brings greater insight and intelligence to daily finance processes, saving time and facilitating better-informed decisions.</p><h2 id="""">1. Create collections activities based on payment predictions</h2><p id="""">The customer payment prediction function provides insights into which customers will pay on time, which invoices or sales orders they will pay, and when they will be paid. By assigning a probability of late payment to each invoice, collection processes can be optimised. Collections process automation allows users to set a benchmark or threshold for late-payment probability, which when triggered initiates collections activities for those invoices, reducing the time spent researching customer invoices and automating collection activities that help businesses get paid faster.</p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div id=""""><img src=""https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/611e413edc05721839321d28_12%20New%20Features%20for%20Microsoft%20Dynamics%20365-%20pic1.png"" loading=""lazy"" alt=""Customer payment prediction"" width=""auto"" height=""auto"" id=""""></div><figcaption id="""">Customer payment prediction</figcaption></figure><p id="""">‍</p><h2 id="""">2. General ledger year-end enhancements</h2><p id="""">Improvements to the year-end close functionality will increase the overall performance and efficiency of the process. The year-end closing templates will move to a new, dedicated setup page. When closing a year, users will now be able to specify balance sheet financial dimensions in detail.</p><p id="""">‍</p><h2 id="""">3. Intelligent budget proposal</h2><p id="""">The intelligent budget proposal feature uses historical data from actuals or budgets to automatically generate draft budgets. Users can let the application’s Artificial Intelligence capabilities do the heavy lifting before further refining the budget with their expert knowledge and insight.</p><p id="""">‍</p><h2 id="""">4. Treasurer workspace</h2><p id="""">The new Treasurer workspace makes it easier to manage the organisation’s cash, with payment predictions on open customer and vendor orders and invoices, and the ability to create and edit cash flow forecast snapshots.</p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div id=""""><img src=""https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/611e4261d048c1743543ebe2_12%20New%20Features%20for%20Microsoft%20Dynamics%20365-%20pic2.png"" loading=""lazy"" alt=""Cash flow forecast in Treasurer workspace"" width=""auto"" height=""auto"" id=""""></div><figcaption id="""">Cash flow forecast in Treasurer workspace</figcaption></figure><p id="""">‍</p><p id="""">‍</p><h2 id="""">5. Tax Calculation service</h2><p id="""">This configurable Tax Calculation microservice makes it easier for businesses to comply with local tax regulations, such as VAT and GST. The out-of-the-box integration with Dynamics 365 core applications allows the user to make no- or low-code configuration of a tax matrix to automatically determine tax rates and VAT ID. With the flexible calculation designer, users can create formulas and conditions to set up and run complex tax determination rules and calculations.</p><p id="""">‍</p><p id=""""><a href=""/products/microsoft-dynamics-365-supply-chain-management"">Dynamics 365 Supply Chain Management</a> provides a robust, comprehensive set of core capabilities to manufacturers, distributors, and retailers.</p><h2 id="""">6. Enhanced production floor execution interface for process manufacturing</h2><p id="""">A production floor execution interface for manufacturing operations will help maintain full material traceability. Through the interface, users can report progress on batch orders, including reporting on co-products and by-products and register material consumption, batch numbers, and serial numbers.</p><p id="""">‍</p><h2 id="""">7. Planning Optimization support for capability-based resource allocation</h2><p id="""">Planning Optimization will enable production scheduling with flexible resource allocation based on resource capabilities, such as tools, vendors, machines, people and locations. Scheduling can be optimised to select resources based on a given priority. The required capabilities can be defined for each route operation rather than assigning specific resources or resource groups.</p><p id="""">Planning Optimization runs as a separate service with in-memory processing, delivering high performance and scalability while minimising impact on other system processes.</p><p id="""">‍</p><p id=""""><a href=""/products/microsoft-dynamics-365-project-operations""><strong id="""">Dynamics 365 Project Operations</strong></a> is a set of comprehensive capabilities, from deal management to financials, for project-centric businesses.</p><h2 id="""">8. Subcontractor Management for projects</h2><p id="""">The Subcontractor Management features make it easier to manage vendor resource assignments, with capabilities including, time and material and fixed-bid billing agreements; vendor invoice clearing with subcontractor time reconciliation; and pricing for subcontractor resources.</p><p id="""">‍</p><p id=""""><strong id="""">Dynamics 365 Human Resources</strong> provides a full-featured HR ecosystem allowing businesses to empower and engage their workforce.</p><h2 id="""">9. Manage employee sick leave</h2><p id="""">Ensure compliance with company and regulatory policies with enhanced sick leave management features including, full management and approval of sick leave requests; return-to-work notices; sick leave reporting; and open-ended sick leave requests.</p><p id="""">‍</p><p id=""""><a href=""/products/microsoft-dynamics-365-commerce""><strong id="""">Dynamics 365 Commerce</strong></a> is an end-to-end solution delivering seamless commerce across physical and digital channels.</p><h2 id="""">10. Customer segmentation and targeting</h2><p id="""">Target specific customer segments with different experiences. Use site builder tools to author content variants linked to targeting rules. Rules can be based on customer data including, device, geo-location, market, language, and other browser derived attributes.</p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div id=""""><img src=""https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/611e46002e65e66eda9dbc62_12%20New%20Features%20for%20Microsoft%20Dynamics%20365-%20pic3.png"" loading=""lazy"" alt=""Create a target activity"" width=""auto"" height=""auto"" id=""""></div><figcaption id="""">Create a target activity</figcaption></figure><p id="""">‍</p><h2 id="""">11. Enhanced reordering experience in e-commerce</h2><p id="""">Improve the customer experience with enhanced reordering of previously purchased items. The improved functionality can now add the reordered items directly to the customer’s shopping cart without going to the product details page. Customers can choose whether to add a single item, multiple selected items, or all items in an existing order.</p><p id="""">‍</p><h2 id="""">12. Support inventory movement between in-store locations from POS</h2><p id="""">This new store inventory management operation makes it easier for workers to move products between warehouse inventory locations. The feature includes support for barcode scanning, and entry of serial numbers for serial-controlled products. To ensure accurate and complete data in movement requests users can take advantage of a review function prior to submission.</p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div id=""""><img src=""https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/611e46982fda6311bf2c38b1_12%20New%20Features%20for%20Microsoft%20Dynamics%20365-%20pic4.png"" loading=""lazy"" alt=""Inventory movement"" width=""auto"" height=""auto"" id=""""></div><figcaption id="""">Inventory movement</figcaption></figure><p id="""">‍</p><p id="""">‍</p><p id="""">This was just a small selection of enhancements and new features coming to <a href=""/products/microsoft-dynamics-365"">Dynamics 365 applications</a> over the next few months. For a full list of all changes coming to the platform, see the Release wave 2 <a href=""https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/"" target=""_blank"">homepage.</a></p>",https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/627385fa5466bb2cfb02f940_12-new-features-coming-to-microsoft-dynamics-365-soon-16x9.webp,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/627385fa5466bb2cfb02f940_12-new-features-coming-to-microsoft-dynamics-365-soon-16x9.jpg,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/627385fe8232db9932a31a7e_12-new-features-coming-to-microsoft-dynamics-365-soon-2x3.webp,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/627385fe8232db9932a31a7e_12-new-features-coming-to-microsoft-dynamics-365-soon-2x3.jpg,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/627385fc37063e63e4d81ad3_12-new-features-coming-to-microsoft-dynamics-365-soon-1x1.webp,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/627385fc37063e63e4d81ad3_12-new-features-coming-to-microsoft-dynamics-365-soon-1x1.jpg,#featured,,en
13 ERP features to give discrete manufacturers a competitive edge,13-erp-features-to-give-discrete-manufacturers-a-competitive-edge,654920932fb07585620e17ea,65689643790a17ccc4ed3374,654920932fb07585620e1dce,false,true,Thu Nov 30 2023 14:03:49 GMT+0000 (Coordinated Universal Time),Wed Jun 26 2024 08:11:36 GMT+0000 (Coordinated Universal Time),,13 ERP features to give discrete manufacturers a competitive edge | Article | anegis.com,Learn the 13 most important ERP features discrete manufacturers need to gain a competitive edge.,2017-11-16,2020-01-10,NewsArticle,,704,00:03:36,simon-barrett,,,"Every discrete manufacturing business operates with a unique set of systems and specifications, and faces equally unique challenges. Legacy enterprise resource planning (ERP) systems cannot keep up with the demands of today’s rapidly changing customer needs and market requirements. Here are 13 ERP features that can give discrete manufacturers a competitive edge.","<h2 id="""">1. Automated specification processing</h2><p id="""">It is very time consuming when technical specifications need to be manually typed and proofed to transfer them from product engineer’s documents to the <a href=""/it-solutions/erp-system"">ERP&nbsp;system</a>. Automating the process of reading specifications directly from the engineer’s documents avoids errors and saves time. The changes between the first and second runs are fewer, and the gains from automated processing make the second programming of equipment much more efficient.</p><h2 id="""">2. Machine-to-ERP communication</h2><p id="""">Precious time is wasted by shop floor personnel having to move from the work area to an input terminal and manually input the units completed. Modern production lines are capable of tracking completed units and production data can be directly transferred, accurately and in real time, to the ERP system.</p><h2 id="""">3. Component management</h2><p id="""">Issues can arise when discrete manufacturers use their customers’ part numbers in their ERP systems, such as the same part entered in the ERP system with two different names and both parts stored in their own bins. Enhanced parts handling functionality delivers greater control and flexibility of BOMs.</p><h2 id="""">4. Machinery management</h2><p id="""">Configure your ERP system to tell users which tool is required for which operation and make sure it is in the right place at the right time. Know when the tool needs to be recalibrated or replaced by tracking usage.</p><h2 id="""">5. Rule-based component purchasing</h2><p id="""">Whether product specifications require a specific part number from a certain manufacturer or an approved supplier list with a choice of several items, or even if no particular manufacturer or model is specified, your ERP system should be capable of searching your database for the most cost efficient and reliable suppliers and components.</p><h2 id="""">6. Quality feedback and compliance</h2><p id="""">Your ERP system should help ensure that internal compliance requirements are being met. By tracking and reporting on processes you can be certain they meet your defined routing and that assembly instructions are being followed. The quality control function should provide feedback on all critical processes, automatically identify potential problems and report to the appropriate user.</p><h2 id="""">7. Real-time inventory</h2><p id="""">Accurate supply chain data and feedback from WIP is critical in delivering inventory data you can trust. An ERP system that provides accurate, real-time inventory self-reporting gives you greater confidence in your purchasing lead times and production time estimates.</p><h2 id="""">8. Inventory resilience</h2><p id="""">An ERP system that doesn’t help avoid surplus inventory – by alerting you as soon as inventory conditions change – is losing you value. A fast-moving market and constantly changing customer demands requires an ERP system with an MRP module robust and agile enough to adapt to disruptions in supply or changes in demand.</p><h2 id="""">9. Automated lead times</h2><p id="""">Avoid missed due dates by automating the creation of lead times. Your ERP system should have the ability to analyse available materials and shop capacity and provide expected lead times to product development.</p><h2 id="""">10. Real-time production rescheduling</h2><p id="""">An ERP system needs the flexibility to be able to update production schedules in real-time based on current pressures along the production chain. Will overtime need to be scheduled? Will rescheduling another order affect the original order’s delivery date? Whatever the scenario, scheduling should be able to cope with it. &nbsp;</p><h2 id="""">11. Inventory shelf life and environment</h2><p id="""">An ERP system should have the ability to track the shelf life of perishable materials and trigger alerts as the stock loses its effectiveness over time. In addition, compliance standards may require the tracking of inventory environment such as temperature, humidity, and magnetism.</p><h2 id="""">12. Consigned material management</h2><p id="""">An ERP system should have the ability to track consigned inventory distinctly from company-owned inventory, and control which inventory is used first. When consigned materials need to be either returned or paid for, the ERP system should alert you. &nbsp;</p><h2 id="""">13. Warehouse management</h2><p id="""">Inventory management tools such as cross-docking and slotting can help discrete manufacturers who often take delivery of parts just in time for production.</p>",https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/6273861fd5f07a85669cb8a4_13-erp-features-to-give-discrete-manufacturers-a-competitive-edge-16x9.webp,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/6273861fd5f07a85669cb8a4_13-erp-features-to-give-discrete-manufacturers-a-competitive-edge-16x9.jpg,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/62738623a4e2ea3bc64b55bc_13-erp-features-to-give-discrete-manufacturers-a-competitive-edge-2x3.webp,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/62738623a4e2ea3bc64b55bc_13-erp-features-to-give-discrete-manufacturers-a-competitive-edge-2x3.jpg,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/62738621d5f07ad3549cb8d6_13-erp-features-to-give-discrete-manufacturers-a-competitive-edge-1x1.webp,https://uploads-ssl.webflow.com/5c8f8c0a5eeaac0f469819fa/62738621d5f07ad3549cb8d6_13-erp-features-to-give-discrete-manufacturers-a-competitive-edge-1x1.jpg,,,en
